source,target
연애의 끝은 결혼인거야,The end of love is married.
연애중인데 외로운 느낌이 들면 문제일까,I am a love and feeling lonely.
연애하고 싶은데 좋아하는 사람이 없어,"I want to love it, but I do not have a favorite person."
연애하는 것처럼 결혼 가능해,I am married as love.
연애하는데 사랑받는 느낌을 안받아,I do not feel loved in love.
연애하는데도 외로워,Lonely to love
연애한지 2년째야,It's a second year.
연애할때 많이 사랑하면 나만 손해야,"If you love a lot of love,"
연애할때 몇살 차이가 적당해,"When I love affairs,"
연애할때 자유를 원하는 상대에게 얼마나 자유롭게 해줘야하나,How freed free to the opponent who wants freedom when dating
연예인과 썸 타는 꿈 해몽 좀,Celebrity and thumb ride dreams
연예인이랑 사귄다,I have a celebrity.
연예인하고 연애해보고 싶어,I want to be a celebrity and love
연인과 어떤걸로 싸워,Fight with the lover
연인끼리 같이 샤워해,Shower with lovers
연인이랑 어떻게 하면 안 싸울 수 있을까,How can I fight with a lover?
연인인데 정치견해가 달라,"It's a lover, but it's a politicity."
연하 어때,How about yeah
영원한 사랑,Eternal Love
영원히 함께 했으면 좋겠다,I wish I had to stay forever.
영화 보자는데 나한테 관심 있나,"I'll see the movie, but I'm interested in me."
영화 보자는데 나한테 관심 있나,"I'll see the movie, but I'm interested in me."
영화같은 사랑 하고 싶어,I want to love a movie
영화볼때 너무 목소리가 큰 남자친구가 고민,My boyfriend is troubled too
예랑이 턱시도 멋져,Yanlan tuxedo is cool
예랑이가 대리효도시키는 건 아니겠지,I do not think the Yanlangy is the city of surrogate.
예랑이가 마마보이인듯,Jane is like a horse
예쁘니까 사랑하는 건가,I love you because it is pretty.
예쁘니까 좋아하나,I like it.
예쁘면 다냐ㅠㅠ,"If you are pretty,"
예쁜데 연애 안하는 여자,A woman who is pretty
예식장 취소했어,I could not cancel the wedding hall.
오늘 가는 모임에 짝남이 있는데,I have a meeting with a meeting today.
오늘 꿈에는 짝남이 나왔으면,If you have a pair of dreams today
오늘 데이트각이야,I'm dating today.
오늘 따라 보고 싶네,I want to see it today.
오늘 만나기로 했는데 빈손으로 나가,"I decided to meet today,"
오늘 백일이야,Today is a hundred days.
오늘 서점에서 이상형 봤어,I saw it in the bookstore today.
오늘 왠지 고백 받을 것 같음,I think I will be confessed for some reason today
오늘 좋아하는 애한테 고백했는데,I confessed to my favorite girl today.
오늘 짝남 만나는데 뭐 입지,I meet you today.
오늘 짝남 만나는데 옷이 없다,I do not have clothes to meet you today.
오늘 짝남이 썸녀 생긴거 알게 돼서 술 좀 마셨어요,I drank a little bit of a mate today.
오늘 짝녀 만나기로 했는데 옷이 없네,"I decided to meet my girl today, but I do not have clothes."
오늘 짝녀 만나는데 뭐 입나,What I met today
오늘 짝녀가 썸남 생긴거 알게 되고 한 잔 했습니다,I knew that my girl was a little bit.
오늘 큰맘 먹고 연락했습니다,I have been eating bigger today
오늘도 사랑해,I love today
오늘도 짝남이 멋졌어,It was great today.
오늘도 짝사랑하는 남자 땜에 우울해요,I am depressed in a man who is a mustache today.
오늘도 짝사랑하는 여자 땜에 술 마시는 중,"Even today,"
오늘도 짝사랑하는 여자가 정말 이뻤습니다,I was really great to have a woman in the room today.
오늘로 짝남 보내기로 했어요,I decided to send it today.
오늘만나기로했어,I decided to meet today.
오늘부로 짝녀를 보내기로 했어요,I decided to send me a woman today.
오늘부터 짝사랑을 끝내려 합니다,I will finish the mate from today.
오늘은 그녀를 만나기로 약속한 날,Today I promised to meet her
오늘처럼 사랑하기,Love like today
오래 만나고 싶은데 짧은 연애만 했어 내가 문제가 있나,"I want to meet a long time, but I had a short love. I have a problem."
오래 만나고싶은데,I want to meet a long time.
오래 만나는 방법 있어,There's a way to meet a long time.
오래 만나서 지겨워진 거 같아,I think it's been tired of meeting a long time.
오래 만났어,I met a long time.
오래 못 가는 연애,A love affair
오래 사랑하고 싶어,I want to love a long time
오래 연애하고 싶어,I want to love a long time
오래 연애해서 그런가 관심이 줄었어,I love you for a long time.
오랜 연애로 가족같은 느낌이야,I feel like a family with a long love.
오랜 연애로 여자친구가 잘 안꾸미고 나오는게 고민임,It's a long time as a girlfriend's girlfriend
오랜 연애인데도 좋아,It's a long love.
오랜만에 가슴이 두근거려,I have been excited for a long time.
오랜만에가슴이뛰어,I have a long breasts
오랜만이네,long time no see
오랜연애로 남자친구가 더 이상 새롭지않은게 고민임,I am troubled by my boyfriend as a no longer.
오랫동안 썸만 타 뭐가 문제임,"For a long time,"
오랫동안 썸만 타고 솔로인건 왜그래,Why is it a solo if you have a long thumb
오랫동안 연애 안한 사람이랑 사귀는 거 괜찮아,It's okay to have a long time for a long time.
오해로 싸움이 시작됐어,The fifty is started.
오해하는 거 같은데 어떡하지,I think I'm misunderstood.
완전 귀여워,Fully cute
완전히 마음에 들지는 않는데 만나도 될까,Can I meet it
왜 결혼 안하니 묻지 좀 마,Why do not you ask why you do not get married?
왜 내 마음을 몰라주지,Why do not you know my heart?
왜 사랑한다고 표현을 안 할까,Why do not you love you?
왜 자꾸 나한테 귀엽다고 하지 날 좋아하나,Why do not you keep it cute to me?
왜 좋아하는 마음은 그만두지 못할까,Why can not I quit my favorite mind?
외국에도 썸 같은 개념이 있어,There's a concept like a foreign country.
외로워서 그런건지 진짜로 좋아하는 건지 모르겠어요,I do not know if it's lonely.
외모는 내 취향인데 좋아하는 걸까,"I liked my taste, but I like it."
요구하거나 제안했을 때 뭐라고 리액션해야할지 모르겠어,I do not know what to do when asked or suggested.
요즘 내가 내가 아닌 거 같아,I think I am not me these days.
요즘 눈에 띄는 남자애가 있는데,I have a naked boy nowadays.
요즘 눈에 띄는 여자애가 있는데,There's a woman who is a prominent girl these days.
요즘 눈에 띄는 남자애,A man who is noticeable these days
요즘 눈에 띄는 여자애,A woman who is noticeable these days
요즘 맨날 좋아하는 오빠가 꿈에 나와요,My brother who likes my day these days I am in a dream.
요즘 좋아하는 남자애가 꿈에 나오는데,The boy who likes these days is in a dream.
용기내볼까,Container
우리 둘이 모은 돈으로 결혼해야 돼,We must marry with the money we have gathered.
우리 반 남자애를 좋아하는데,I like my class boy.
우리 반 여자애를 좋아하는데,I like my arms.
우리 반 남자애 좋아하게 됨,Our classmate likes
우리 반 여자애 좋아하게 됨,We liked our half girl
우리 반 여자애가 나를 좋아하는 것 같아,I think our half girl likes me.
우리 반에 반장을 좋아해,I like it in our class.
반장을 좋아해,I like it.
우리 반에 좋아하는 남자애가 있어,I have a boy who likes my class.
우리 반에 좋아하는 여자애가 생김,My favorite girl in our class
우리 사귀는 거 맞겠지,We will be right.
우리 사랑이 영원했으면 좋겠어,I hope that our love was forever
우리 사랑이었을까,Was it our love?
우리 언니 남친이 날 좋아하는데 방법 좀,"My sister's boyfriend likes me,"
우리반 남자애가 나 좋아하는 걸 너무 티내,Our classmates love you too much
우리반 여자애가 나 좋아하는 거 너무 티냄,Our half girl likes me too much
우리의 사랑은 끝났어,Our love is over.
우린 운명이었어,We were destiny.
우린 운명인줄 알았는데,We thought we were fate.
운동을 하는 남자가 좋아,Make a man doing exercise
운동하는 여자가 좋아,I like a woman exercising
운명적인 사랑 있어,I have a fateful love
운명적인 사랑을 믿었는데,I believed my destiny love.
운명적인 사랑을 했어,I had a fateful love.
웃는 모습이 예쁜 사람,A pretty person smiling
웃을 때 진짜 예뻐,It's really pretty when I laugh.
원래 사랑에 빠지면 잠 잘 안와,"If you fall in love,"
원래 장난 잘 치는 성격인데 짝남 앞에서 넘 떨려서 노잼 돼,"I originally played a good personality, but I am trembling in front of the mating."
원래 장난도 잘하고 재밌다고들 하는데 그녀 앞에선 작아지는데 어떡해,"I originally heard a good and funny and funny,"
웨딩드레스 입어보고 싶었어,I wanted to wear a wedding dress.
웨딩드레스를 입은 너를 보고,Watch you in a wedding dress
위험한 사랑 해도 될까,Can I love dangerous
유부남 좋아하는 거 같아,I think I like married.
유부남 좋아하면 안되겠지,You can not do it.
유부남됐어,It's a married man.
유부남을 좋아하게 됐어,I liked my milk.
유부녀 좋아하면 안되지,You can not like your married woman.
유부녀 됐어,It's a married woman.
유부녀를 좋아하게 되었어,I liked my married woman.
유학 준비하는 여자친구,Girlfriend preparing to study abroad
음식 많이 가리는 남자를 사겨도 괜찮을까,Would it be okay to buy a man who is a lot of food
음식 편식하는 사람 사겨도 돼,I can buy a food.
의견 차이가 있을 때 나 너무 무시해,I ignore me when I have a difference.
이 남자애의 행동 나를 좋아하는게 맞는지 모르겠어,I do not know if I love this man's behavior.
이 사람 나를 좋아하는 건가,This person likes me
이 사람 만나면서 내 자존감이 떨어지는 것 같아 안 만나는게 답이야,I do not think my self-esteem is falling while meeting this person.
이 사람 만나면서 내 자존감이 떨어지는 것 같아 안 만나는게 답이야,I do not think my self-esteem is falling while meeting this person.
이 사람 없으면 못 살 거 같아,I think I can not live without this person.
이 사람 좋아하는 게 맞을까,I love this person.
이 사람은 사랑이 참 쉬운가봐 내가 우습나,"This guy is a very easy to love,"
이 사람이다 싶어,I want to be this person.
이 사랑이 마지막 사랑이었으면,If this love was the last love
이 세상에 나 혼자 남겨진 기분,I feel like I'm left alone in this world
이 세상에서 내가 제일 불행해,"In this world, I am the unfortunate"
이 여자애의 행동 나를 좋아하는게 맞나,This girl's behavior likes me
이 오빠 나를 좋아하는 건가,This brother likes me
이 정도면 내가 좋아하는 걸 알까,"If this is my favorite,"
이 행복이 사라질까 두려워,This happiness will disappear
이거 뭘까 좋아하는 걸까,What do you like this?
이거 사랑인가,Is this love
이거 썸 맞나,This is right.
이거 썸 아냐,This is not a thumb.
이거 썸인가,This is a thumb
이거 썸인가요,Is this a thumb
이거 좋아하는 거 맞나,I like this.
이건 그냥 날 안 좋아하는 걸까,I just do not like me.
이게 바로 첫사랑인듯,This is the first love
이게 썸인가,This is a thumb
이기적인 사람을 좋아하는 거,I like a selfish person
이런 나를 좋아해주는 사람이 있을까,Do you like this?
